,predicted,target,err,delta
26378,0.038357,0.033510,0.004847,0.004847
16,0.147479,0.145969,0.001510,0.001510
45594,0.405057,0.403638,0.001418,0.001418
87156,0.511485,0.509271,0.002214,0.002214
23031,0.262844,0.262257,0.000586,0.000586
50469,0.429640,0.427811,0.001829,0.001829
97872,0.445233,0.443249,0.001985,0.001985
54626,0.388641,0.386645,0.001996,0.001996
59595,0.296510,0.295821,0.000689,0.000689
63092,0.273739,0.272004,0.001734,0.001734
44344,0.142147,0.140192,0.001955,0.001955
2424,0.191256,0.189779,0.001477,0.001477
67667,0.043286,0.039647,0.003639,0.003639
82303,0.222204,0.222052,0.000152,0.000152
9515,0.426854,0.425461,0.001392,0.001392
10711,0.421901,0.420086,0.001815,0.001815
99795,0.421150,0.419295,0.001855,0.001855
60188,0.556287,0.553375,0.002912,0.002912
15212,0.040952,0.038850,0.002102,0.002102
79678,0.381974,0.381300,0.000674,0.000674
79123,0.175649,0.173873,0.001776,0.001776
7012,0.509953,0.508395,0.001558,0.001558
92228,0.418067,0.416824,0.001243,0.001243
88328,0.165104,0.162677,0.002428,0.002428
46923,0.368939,0.367396,0.001543,0.001543
40916,0.218984,0.215024,0.003960,0.003960
47576,0.158448,0.156772,0.001677,0.001677
76939,0.394817,0.393296,0.001521,0.001521
93641,0.059434,0.056176,0.003257,0.003257
91086,0.293517,0.292870,0.000647,0.000647
503,0.319393,0.317887,0.001506,0.001506
21483,0.320932,0.319924,0.001008,0.001008
19579,0.470210,0.468329,0.001881,0.001881
40327,0.558417,0.552098,0.006320,0.006320
81583,0.312279,0.310876,0.001403,0.001403
73524,0.318229,0.316658,0.001571,0.001571
33808,0.445868,0.444806,0.001062,0.001062
46129,0.587597,0.585337,0.002259,0.002259
89554,0.138228,0.135816,0.002412,0.002412
15201,0.044204,0.041141,0.003064,0.003064
89155,0.551481,0.548949,0.002532,0.002532
69833,0.472623,0.470694,0.001929,0.001929
97920,0.087910,0.084387,0.003523,0.003523
24641,0.353164,0.352472,0.000692,0.000692
91542,0.449571,0.447811,0.001760,0.001760
60766,0.158647,0.158404,0.000243,0.000243
73836,0.565683,0.564728,0.000955,0.000955
60361,0.001226,0.003018,0.001792,-0.001792
70874,0.284547,0.283296,0.001251,0.001251
71922,0.369465,0.367764,0.001701,0.001701
67635,0.425236,0.424381,0.000855,0.000855
94734,0.596894,0.594734,0.002160,0.002160
54470,0.041797,0.037330,0.004467,0.004467
59398,0.145208,0.143792,0.001415,0.001415
24489,0.426244,0.423907,0.002337,0.002337
66551,0.340847,0.340205,0.000641,0.000641
86025,0.105253,0.100949,0.004304,0.004304
94143,0.065976,0.063548,0.002428,0.002428
91946,0.090220,0.087468,0.002752,0.002752
20180,0.181995,0.180029,0.001966,0.001966
61456,0.150269,0.147469,0.002800,0.002800
45309,0.515037,0.512378,0.002659,0.002659
89609,0.135970,0.132505,0.003465,0.003465
26261,0.544653,0.542340,0.002313,0.002313
53804,0.099288,0.095786,0.003503,0.003503
2082,0.565162,0.562501,0.002661,0.002661
77769,0.295526,0.293803,0.001723,0.001723
11842,0.328160,0.327692,0.000469,0.000469
26272,0.292931,0.290874,0.002056,0.002056
37669,0.080668,0.076899,0.003769,0.003769
62970,0.482236,0.479339,0.002897,0.002897
79586,0.015643,0.013210,0.002432,0.002432
48384,0.250520,0.248864,0.001656,0.001656
44233,0.337024,0.335948,0.001076,0.001076
19565,0.203107,0.200435,0.002672,0.002672
48298,0.096734,0.094487,0.002247,0.002247
33314,0.053640,0.051135,0.002505,0.002505
93112,0.427414,0.425361,0.002053,0.002053
73450,0.056359,0.053483,0.002877,0.002877
10485,0.476180,0.474477,0.001702,0.001702
66556,0.012707,0.011112,0.001595,0.001595
23060,0.076349,0.072645,0.003704,0.003704
74305,0.459021,0.456563,0.002458,0.002458
12167,0.454566,0.452051,0.002516,0.002516
75630,0.475620,0.473492,0.002128,0.002128
11027,0.491358,0.489426,0.001932,0.001932
15175,0.079704,0.076360,0.003344,0.003344
98910,0.291761,0.290507,0.001254,0.001254
21663,0.163226,0.160706,0.002520,0.002520
25836,0.273297,0.269796,0.003501,0.003501
68901,0.171610,0.169317,0.002293,0.002293
48196,0.134051,0.130664,0.003387,0.003387
47324,0.390774,0.389692,0.001082,0.001082
93820,0.168427,0.167181,0.001246,0.001246
30172,0.253852,0.253192,0.000660,0.000660
8390,0.257268,0.253940,0.003328,0.003328
24409,0.221077,0.218648,0.002429,0.002429
13764,-0.001857,0.000001,0.001858,-0.001858
58602,0.158578,0.155925,0.002653,0.002653
907,0.086322,0.083541,0.002781,0.002781
82504,0.336589,0.336127,0.000463,0.000463
48917,0.445772,0.442792,0.002980,0.002980
59633,0.472189,0.470032,0.002157,0.002157
90592,0.236225,0.235201,0.001024,0.001024
48001,0.223863,0.221064,0.002798,0.002798
78734,0.547889,0.545697,0.002192,0.002192
17744,0.239146,0.238120,0.001026,0.001026
63654,0.313561,0.312796,0.000765,0.000765
35848,0.023533,0.020736,0.002798,0.002798
10298,0.292984,0.291040,0.001943,0.001943
27677,0.610159,0.608903,0.001256,0.001256
23226,0.502678,0.500991,0.001687,0.001687
55082,0.537118,0.532612,0.004506,0.004506
28875,0.223037,0.221221,0.001816,0.001816
57607,0.238123,0.237440,0.000683,0.000683
99506,0.598566,0.598937,0.000371,-0.000371
25734,0.150037,0.147536,0.002501,0.002501
35377,0.469722,0.466183,0.003539,0.003539
27552,0.474616,0.473136,0.001480,0.001480
38913,0.259250,0.257481,0.001769,0.001769
64949,0.129554,0.128028,0.001526,0.001526
57740,0.498167,0.495991,0.002176,0.002176
6214,0.460362,0.459139,0.001223,0.001223
96016,0.299754,0.298540,0.001214,0.001214
16328,0.473507,0.471908,0.001598,0.001598
28090,0.441145,0.439811,0.001334,0.001334
76888,0.312588,0.313033,0.000445,-0.000445
77162,0.037117,0.033916,0.003201,0.003201
65375,0.463520,0.461766,0.001753,0.001753
10300,0.396460,0.396252,0.000208,0.000208
80049,0.186166,0.184233,0.001932,0.001932
48514,0.495887,0.494395,0.001492,0.001492
73878,0.489402,0.487596,0.001806,0.001806
39579,0.292990,0.290999,0.001990,0.001990
79089,0.332314,0.331429,0.000885,0.000885
11311,0.591284,0.589257,0.002026,0.002026
56284,0.126854,0.126111,0.000744,0.000744
34422,0.058319,0.055707,0.002611,0.002611
40753,0.376823,0.376444,0.000378,0.000378
88473,0.216351,0.215102,0.001249,0.001249
35867,0.203337,0.200725,0.002612,0.002612
98853,0.027489,0.025499,0.001990,0.001990
9322,0.312854,0.311990,0.000863,0.000863
13157,0.321054,0.320812,0.000242,0.000242
93231,0.260903,0.259706,0.001197,0.001197
43334,0.067908,0.064509,0.003399,0.003399
90481,0.322605,0.321515,0.001090,0.001090
47838,0.585957,0.584397,0.001560,0.001560
35916,0.078595,0.075166,0.003429,0.003429
3816,0.119774,0.116678,0.003097,0.003097
88008,0.201457,0.200167,0.001290,0.001290
79234,0.418208,0.417676,0.000532,0.000532
56369,0.132437,0.129802,0.002635,0.002635
34558,0.278076,0.275713,0.002363,0.002363
89530,0.125452,0.123509,0.001943,0.001943
67147,0.325601,0.323929,0.001672,0.001672
13264,0.074774,0.071136,0.003638,0.003638
55891,0.566902,0.565297,0.001605,0.001605
83138,0.133974,0.131096,0.002878,0.002878
14923,0.230511,0.228226,0.002285,0.002285
22236,0.581246,0.579492,0.001754,0.001754
29288,0.106544,0.102326,0.004219,0.004219
28962,0.546157,0.543407,0.002749,0.002749
77876,0.272507,0.268959,0.003548,0.003548
83759,0.222199,0.222206,0.000007,-0.000007
14436,0.255037,0.253937,0.001100,0.001100
54757,0.597682,0.597314,0.000367,0.000367
23426,0.559165,0.556712,0.002453,0.002453
66083,0.407534,0.406231,0.001302,0.001302
90359,0.237436,0.236096,0.001340,0.001340
14482,0.356124,0.353875,0.002249,0.002249
89557,-0.001381,0.000006,0.001387,-0.001387
86754,0.206395,0.203477,0.002918,0.002918
3468,0.070813,0.066075,0.004738,0.004738
92007,0.244532,0.242437,0.002095,0.002095
76412,0.313526,0.313462,0.000064,0.000064
94771,0.211763,0.210729,0.001034,0.001034
13194,0.227295,0.225485,0.001809,0.001809
9319,0.148319,0.145072,0.003247,0.003247
94778,0.260445,0.259374,0.001071,0.001071
77938,0.379001,0.377940,0.001062,0.001062
4793,0.457692,0.456910,0.000783,0.000783
53918,0.237503,0.236864,0.000639,0.000639
33083,0.007915,0.006710,0.001205,0.001205
86318,0.210220,0.209819,0.000401,0.000401
93627,0.097519,0.093948,0.003571,0.003571
74651,0.200568,0.198521,0.002047,0.002047
1915,0.329826,0.329431,0.000395,0.000395
72796,0.189968,0.188546,0.001422,0.001422
71296,0.038269,0.037007,0.001262,0.001262
49615,0.200204,0.199391,0.000813,0.000813
78037,0.214052,0.212516,0.001535,0.001535
56718,0.426861,0.425986,0.000874,0.000874
18229,0.401555,0.400860,0.000695,0.000695
19237,0.259339,0.258606,0.000733,0.000733
25274,0.235052,0.234241,0.000811,0.000811
77896,0.222101,0.219851,0.002251,0.002251
36326,0.373788,0.372336,0.001452,0.001452
52195,0.232387,0.231531,0.000856,0.000856
1237,0.423632,0.421773,0.001859,0.001859
51965,0.031790,0.028581,0.003209,0.003209
43255,0.186788,0.185049,0.001740,0.001740
78395,0.143503,0.140732,0.002771,0.002771
39459,0.110406,0.106659,0.003747,0.003747
43374,0.413878,0.412302,0.001576,0.001576
94646,0.512113,0.509797,0.002316,0.002316
51171,0.009602,0.008350,0.001252,0.001252
37964,0.004783,0.003698,0.001085,0.001085
72083,0.199006,0.197555,0.001451,0.001451
15014,-0.001688,0.000000,0.001688,-0.001688
13891,0.581604,0.580807,0.000798,0.000798
33485,0.175927,0.173193,0.002733,0.002733
8900,0.104227,0.100668,0.003559,0.003559
54445,0.498617,0.496034,0.002583,0.002583
66092,-0.001580,0.000000,0.001580,-0.001580
45221,0.125483,0.124077,0.001406,0.001406
84187,0.125594,0.124497,0.001098,0.001098
54576,0.451602,0.450207,0.001395,0.001395
44688,0.419094,0.418484,0.000610,0.000610
33655,0.368405,0.367049,0.001357,0.001357
74548,0.426372,0.424830,0.001542,0.001542
73118,0.009722,0.008526,0.001196,0.001196
14821,0.167865,0.165962,0.001903,0.001903
35862,0.544347,0.542408,0.001939,0.001939
95625,0.093568,0.090198,0.003371,0.003371
60887,0.356963,0.355895,0.001068,0.001068
8079,0.509934,0.508852,0.001082,0.001082
48797,0.053056,0.049933,0.003123,0.003123
50109,0.275639,0.273804,0.001835,0.001835
51265,0.376593,0.375971,0.000622,0.000622
42635,0.376429,0.376161,0.000267,0.000267
66220,0.490752,0.489500,0.001252,0.001252
37972,0.417100,0.416679,0.000421,0.000421
81126,0.594930,0.593866,0.001064,0.001064
44867,0.023584,0.021812,0.001772,0.001772
44133,-0.000305,0.000969,0.001275,-0.001275
51591,0.165940,0.164381,0.001559,0.001559
29218,0.531991,0.529700,0.002291,0.002291
19749,0.397004,0.395459,0.001545,0.001545
42397,0.555899,0.550126,0.005773,0.005773
30311,0.270737,0.269268,0.001470,0.001470
90910,0.191084,0.189495,0.001588,0.001588
78336,0.492242,0.490834,0.001408,0.001408
20264,0.550364,0.547552,0.002812,0.002812
26951,0.103338,0.101171,0.002167,0.002167
81232,0.579569,0.579002,0.000567,0.000567
70976,0.424225,0.422901,0.001324,0.001324
81445,0.047501,0.044501,0.003000,0.003000
43552,0.018362,0.016003,0.002359,0.002359
24807,0.038801,0.034352,0.004448,0.004448
68201,0.383117,0.382198,0.000919,0.000919
68881,0.540595,0.539596,0.000999,0.000999
51332,0.529330,0.527390,0.001940,0.001940
53651,0.154224,0.151154,0.003070,0.003070
68305,0.262827,0.263817,0.000990,-0.000990
44550,0.401777,0.400519,0.001258,0.001258
91820,0.548665,0.545539,0.003125,0.003125
39587,0.510746,0.509579,0.001167,0.001167
11227,0.561739,0.559483,0.002257,0.002257
84945,0.041054,0.038099,0.002955,0.002955
90350,0.271557,0.267776,0.003781,0.003781
96543,0.191017,0.189590,0.001427,0.001427
12011,0.286409,0.284394,0.002014,0.002014
8360,0.295375,0.294906,0.000469,0.000469
63444,0.104194,0.101152,0.003042,0.003042
8629,0.087210,0.084538,0.002672,0.002672
13416,0.318668,0.316689,0.001980,0.001980
23070,0.577457,0.575025,0.002432,0.002432
85513,-0.001769,0.000000,0.001769,-0.001769
94168,0.329288,0.328158,0.001130,0.001130
87465,0.339871,0.339743,0.000129,0.000129
85941,0.319699,0.318743,0.000956,0.000956
30401,0.201693,0.200498,0.001194,0.001194
11537,0.334561,0.333942,0.000619,0.000619
92703,0.239594,0.237930,0.001663,0.001663
88259,0.597970,0.595970,0.001999,0.001999
41682,0.253961,0.252052,0.001909,0.001909
32353,0.235194,0.234844,0.000349,0.000349
38718,0.255154,0.253605,0.001549,0.001549
41274,0.201996,0.201024,0.000972,0.000972
3868,0.570810,0.568735,0.002074,0.002074
51696,0.257044,0.255979,0.001065,0.001065
95727,0.490809,0.490373,0.000436,0.000436
23826,0.143413,0.140362,0.003051,0.003051
16551,0.430455,0.429284,0.001171,0.001171
27003,0.385889,0.385851,0.000038,0.000038
21649,-0.001079,0.000000,0.001079,-0.001079
31182,0.190657,0.188470,0.002188,0.002188
93659,0.492125,0.490499,0.001626,0.001626
36380,0.303691,0.298980,0.004711,0.004711
44456,0.150592,0.148764,0.001827,0.001827
66904,0.346634,0.345908,0.000727,0.000727
92376,0.412369,0.411197,0.001172,0.001172
55092,0.084753,0.080502,0.004251,0.004251
49060,0.227098,0.225950,0.001148,0.001148
19144,0.328167,0.326381,0.001786,0.001786
76959,0.559003,0.558006,0.000997,0.000997
86074,0.174203,0.172379,0.001824,0.001824
25259,0.282076,0.281524,0.000552,0.000552
19887,0.501635,0.499020,0.002615,0.002615
16631,0.356274,0.355796,0.000478,0.000478
63572,0.464982,0.463245,0.001737,0.001737
24271,0.081821,0.079683,0.002138,0.002138
34708,0.540882,0.538755,0.002127,0.002127
85822,0.474729,0.472819,0.001910,0.001910
13427,0.469406,0.468972,0.000434,0.000434
74215,0.366034,0.364452,0.001581,0.001581
96223,0.294927,0.290908,0.004019,0.004019
1374,0.577894,0.575324,0.002570,0.002570
3717,0.126390,0.123978,0.002411,0.002411
11870,0.167299,0.164992,0.002307,0.002307
12155,0.308390,0.307371,0.001019,0.001019
25460,0.391509,0.389623,0.001885,0.001885
67505,0.002556,0.001109,0.001447,0.001447
37488,0.122336,0.120843,0.001493,0.001493
1872,0.390017,0.387916,0.002100,0.002100
35500,0.205597,0.203203,0.002394,0.002394
20929,0.442167,0.441077,0.001091,0.001091
52900,0.403907,0.401958,0.001949,0.001949
65322,0.071538,0.068788,0.002750,0.002750
23043,0.268680,0.267961,0.000719,0.000719
98863,0.466698,0.465844,0.000854,0.000854
33831,0.190060,0.188492,0.001568,0.001568
11282,0.099183,0.095422,0.003761,0.003761
31560,0.246956,0.246003,0.000953,0.000953
47373,0.266165,0.264970,0.001194,0.001194
83033,0.480390,0.478211,0.002179,0.002179
54524,0.065194,0.061441,0.003752,0.003752
88571,0.339742,0.338330,0.001413,0.001413
58458,0.450833,0.449564,0.001269,0.001269
76094,0.085350,0.081596,0.003754,0.003754
92666,0.157390,0.155975,0.001415,0.001415
92639,0.514613,0.511583,0.003030,0.003030
6228,0.372852,0.371511,0.001341,0.001341
84561,0.588445,0.585697,0.002748,0.002748
94990,0.324852,0.324441,0.000411,0.000411
50338,0.253191,0.250452,0.002739,0.002739
54979,0.214175,0.213112,0.001063,0.001063
23492,0.532404,0.530488,0.001916,0.001916
65270,0.093179,0.090251,0.002928,0.002928
15772,0.401626,0.399764,0.001862,0.001862
12738,0.055158,0.051854,0.003304,0.003304
35196,0.444690,0.443282,0.001408,0.001408
41703,0.067326,0.062979,0.004347,0.004347
26238,0.180278,0.178074,0.002204,0.002204
55444,0.238595,0.236043,0.002552,0.002552
35411,0.048433,0.045198,0.003235,0.003235
79011,0.113129,0.110036,0.003093,0.003093
31594,0.404416,0.402660,0.001756,0.001756
84648,0.021146,0.018229,0.002917,0.002917
66297,0.595788,0.594815,0.000973,0.000973
55485,0.154893,0.152550,0.002343,0.002343
6116,0.121616,0.118419,0.003196,0.003196
96977,0.022351,0.019997,0.002354,0.002354
60434,0.228593,0.227776,0.000817,0.000817
56395,0.160109,0.157519,0.002590,0.002590
5591,0.128545,0.126540,0.002005,0.002005
80526,-0.001444,0.000209,0.001653,-0.001653
69177,0.287200,0.285324,0.001877,0.001877
69741,0.290767,0.290685,0.000082,0.000082
74627,0.077459,0.074025,0.003434,0.003434
69734,0.301120,0.301152,0.000031,-0.000031
70015,0.104218,0.103431,0.000787,0.000787
30741,0.488033,0.486301,0.001732,0.001732
39827,0.379490,0.378383,0.001107,0.001107
38459,0.189219,0.188452,0.000767,0.000767
9144,0.336829,0.336989,0.000160,-0.000160
88763,0.194539,0.193225,0.001314,0.001314
27944,0.117433,0.115146,0.002287,0.002287
96663,0.262250,0.261009,0.001242,0.001242
49915,0.141607,0.138917,0.002691,0.002691
13987,0.496068,0.494062,0.002005,0.002005
14602,0.416792,0.414646,0.002146,0.002146
67541,0.527807,0.525012,0.002795,0.002795
16217,0.542244,0.540114,0.002130,0.002130
15316,0.168007,0.166754,0.001253,0.001253
42331,0.469916,0.468344,0.001572,0.001572
80453,0.210999,0.207892,0.003107,0.003107
24118,0.093317,0.090285,0.003032,0.003032
32740,0.209293,0.205386,0.003907,0.003907
61276,0.154256,0.151447,0.002808,0.002808
81153,0.330124,0.329700,0.000424,0.000424
91253,0.472171,0.471420,0.000751,0.000751
45015,0.517858,0.515553,0.002305,0.002305
77524,0.654358,0.652163,0.002195,0.002195
12554,0.266643,0.265281,0.001362,0.001362
21459,0.108183,0.105604,0.002579,0.002579
33488,0.596840,0.595105,0.001735,0.001735
6393,0.147120,0.144593,0.002527,0.002527
79169,0.125491,0.122730,0.002760,0.002760
35763,0.576668,0.575372,0.001296,0.001296
89728,0.264980,0.264490,0.000490,0.000490
25692,0.324357,0.323903,0.000455,0.000455
38573,0.378878,0.378623,0.000255,0.000255
37962,0.501351,0.499679,0.001672,0.001672
55511,0.001886,0.002889,0.001003,-0.001003
28941,0.139311,0.139644,0.000333,-0.000333
61429,0.373042,0.371496,0.001546,0.001546
95626,0.272472,0.271687,0.000786,0.000786
22604,0.417562,0.415547,0.002015,0.002015
87990,0.486247,0.484870,0.001376,0.001376
8583,0.555020,0.552459,0.002560,0.002560
86868,0.288976,0.287266,0.001710,0.001710
84857,0.112158,0.109462,0.002696,0.002696
67868,0.230572,0.227612,0.002960,0.002960
92931,0.102971,0.101054,0.001917,0.001917
28577,0.399543,0.397297,0.002246,0.002246
3423,0.628382,0.627093,0.001289,0.001289
80492,0.189372,0.187324,0.002048,0.002048
14284,0.629617,0.626717,0.002900,0.002900
82932,-0.002494,0.000000,0.002494,-0.002494
15640,0.191248,0.189901,0.001346,0.001346
94681,0.157894,0.155247,0.002647,0.002647
52164,0.227799,0.225187,0.002612,0.002612
51315,0.147420,0.144708,0.002712,0.002712
15050,0.276937,0.274393,0.002543,0.002543
67082,0.106259,0.101926,0.004333,0.004333
37602,0.509635,0.507764,0.001870,0.001870
43023,0.104335,0.101283,0.003052,0.003052
25720,0.495864,0.493554,0.002309,0.002309
5230,0.251655,0.250914,0.000741,0.000741
42346,0.544408,0.542758,0.001650,0.001650
88798,0.347665,0.346816,0.000850,0.000850
62496,0.539262,0.532621,0.006641,0.006641
68203,0.544861,0.543748,0.001113,0.001113
27546,0.331932,0.330644,0.001288,0.001288
53912,0.259250,0.257971,0.001279,0.001279
54501,0.075745,0.072092,0.003652,0.003652
3608,0.353191,0.352027,0.001165,0.001165
53948,0.013172,0.011007,0.002165,0.002165
54822,0.587122,0.585140,0.001982,0.001982
9874,0.036608,0.033313,0.003295,0.003295
75927,0.255198,0.254140,0.001057,0.001057
96247,0.564004,0.562380,0.001624,0.001624
22487,0.171919,0.170592,0.001327,0.001327
45335,0.270035,0.269517,0.000518,0.000518
70904,0.488653,0.486609,0.002044,0.002044
61472,0.001601,0.002866,0.001265,-0.001265
48392,0.288720,0.285790,0.002930,0.002930
11503,0.340884,0.339928,0.000956,0.000956
21910,0.393857,0.393460,0.000397,0.000397
74210,0.125927,0.122152,0.003775,0.003775
19046,0.146507,0.145461,0.001046,0.001046
64501,0.179128,0.177379,0.001750,0.001750
84199,0.369826,0.368084,0.001742,0.001742
82984,0.214954,0.211620,0.003334,0.003334
5274,0.393593,0.392524,0.001069,0.001069
63956,0.527761,0.525322,0.002439,0.002439
24318,0.507837,0.505460,0.002377,0.002377
60379,0.145312,0.143595,0.001718,0.001718
66137,0.465146,0.463684,0.001462,0.001462
41704,0.050590,0.047728,0.002862,0.002862
73750,0.197212,0.195410,0.001802,0.001802
34819,0.144621,0.143042,0.001579,0.001579
59327,0.231997,0.231436,0.000561,0.000561
39840,0.390746,0.390636,0.000110,0.000110
2859,0.438419,0.436848,0.001571,0.001571
53219,0.532169,0.530735,0.001434,0.001434
34684,0.276877,0.277360,0.000483,-0.000483
16793,0.568817,0.565315,0.003502,0.003502
32194,0.445516,0.443330,0.002186,0.002186
16257,0.068220,0.063699,0.004521,0.004521
50555,0.233400,0.232961,0.000439,0.000439
69363,-0.003413,0.000000,0.003413,-0.003413
19734,0.447767,0.445556,0.002211,0.002211
84165,0.526191,0.523883,0.002307,0.002307
24520,0.257303,0.254940,0.002363,0.002363
96175,0.335829,0.335103,0.000726,0.000726
90859,0.337003,0.336015,0.000988,0.000988
6508,0.113226,0.110544,0.002682,0.002682
32227,0.326580,0.325683,0.000897,0.000897
15569,0.212762,0.211364,0.001398,0.001398
16090,0.290323,0.289911,0.000412,0.000412
4054,0.265993,0.264784,0.001209,0.001209
81114,0.621002,0.618524,0.002478,0.002478
12134,0.116005,0.112767,0.003238,0.003238
76988,0.516693,0.515883,0.000810,0.000810
68326,0.105798,0.102071,0.003727,0.003727
6309,0.371905,0.370805,0.001099,0.001099
98382,0.237780,0.237419,0.000361,0.000361
66153,0.295371,0.294281,0.001089,0.001089
22972,0.089970,0.086759,0.003211,0.003211
24002,0.532962,0.531422,0.001540,0.001540
15684,0.082314,0.079545,0.002769,0.002769
52599,0.310039,0.307982,0.002057,0.002057
58451,0.607675,0.605786,0.001889,0.001889
19374,0.259131,0.256924,0.002208,0.002208
86327,0.389813,0.388104,0.001709,0.001709
76489,0.438305,0.436826,0.001479,0.001479
25775,0.317968,0.316810,0.001158,0.001158
12416,0.095168,0.091948,0.003220,0.003220
76753,0.117150,0.114140,0.003010,0.003010
76857,0.203865,0.201095,0.002769,0.002769
43026,0.001235,0.002816,0.001580,-0.001580
63649,0.125582,0.121706,0.003877,0.003877
74108,0.126592,0.125246,0.001346,0.001346
21865,0.022539,0.019977,0.002563,0.002563
81106,0.420495,0.418912,0.001583,0.001583
97650,0.048373,0.043403,0.004970,0.004970
98156,0.440578,0.439213,0.001365,0.001365
52273,0.554185,0.551181,0.003003,0.003003
93295,0.552603,0.546811,0.005792,0.005792
24144,0.354812,0.354366,0.000446,0.000446
50974,0.315553,0.313805,0.001748,0.001748
97806,0.179416,0.177269,0.002147,0.002147
59026,0.418737,0.417525,0.001212,0.001212
5474,0.027781,0.025853,0.001928,0.001928
62232,0.586466,0.585186,0.001281,0.001281
73424,0.427704,0.425906,0.001798,0.001798
92602,0.142440,0.139054,0.003386,0.003386
34920,0.364543,0.364372,0.000171,0.000171
93749,0.133841,0.131851,0.001990,0.001990
20311,0.387492,0.386169,0.001323,0.001323
20810,0.375188,0.372929,0.002259,0.002259
15987,0.471277,0.469463,0.001814,0.001814
46257,0.423551,0.420043,0.003508,0.003508
91260,0.474847,0.472621,0.002225,0.002225
87330,0.512914,0.511415,0.001499,0.001499
44549,0.582237,0.580142,0.002095,0.002095
38036,0.368056,0.367517,0.000538,0.000538
80466,0.205193,0.204393,0.000800,0.000800
97707,0.219639,0.220352,0.000713,-0.000713
72277,0.562304,0.560020,0.002284,0.002284
95934,0.143726,0.141247,0.002479,0.002479
92155,0.224637,0.222829,0.001809,0.001809
89481,0.232142,0.229520,0.002622,0.002622
60405,0.121253,0.118130,0.003123,0.003123
48024,0.037499,0.035567,0.001931,0.001931
19637,-0.000729,0.000346,0.001075,-0.001075
43660,0.343143,0.342472,0.000671,0.000671
24698,0.396693,0.395684,0.001009,0.001009
27284,0.444243,0.441524,0.002719,0.002719
35489,0.558652,0.556805,0.001847,0.001847
93906,0.041093,0.038236,0.002857,0.002857
74826,0.120099,0.116995,0.003104,0.003104
36189,0.291434,0.290712,0.000722,0.000722
68347,0.276960,0.274964,0.001996,0.001996
22066,0.258013,0.256878,0.001134,0.001134
38217,0.085231,0.081869,0.003363,0.003363
41121,0.243857,0.241868,0.001989,0.001989
12444,0.386526,0.384900,0.001626,0.001626
66453,0.178571,0.175962,0.002609,0.002609
27134,0.155902,0.153632,0.002270,0.002270
68398,0.475046,0.473331,0.001715,0.001715
13472,0.274804,0.273864,0.000940,0.000940
1649,0.305523,0.302789,0.002734,0.002734
24791,0.439781,0.438383,0.001398,0.001398
59035,-0.001825,0.000001,0.001825,-0.001825
9530,0.308573,0.307189,0.001383,0.001383
91677,0.473598,0.471804,0.001794,0.001794
13531,0.318969,0.317119,0.001850,0.001850
13225,0.192171,0.190215,0.001956,0.001956
84910,-0.001682,0.000023,0.001705,-0.001705
45471,0.168623,0.165612,0.003011,0.003011
57541,0.213715,0.211250,0.002465,0.002465
14954,0.499343,0.497312,0.002031,0.002031
8048,0.198650,0.195843,0.002807,0.002807
85345,0.175810,0.174234,0.001576,0.001576
75614,0.378410,0.378346,0.000063,0.000063
70775,0.587632,0.586012,0.001620,0.001620
327,0.448793,0.447333,0.001461,0.001461
49383,0.130929,0.126565,0.004364,0.004364
72868,0.299711,0.297426,0.002284,0.002284
14052,0.336821,0.335483,0.001337,0.001337
90616,0.328728,0.327496,0.001232,0.001232
25178,0.125452,0.122631,0.002821,0.002821
78239,0.079455,0.076786,0.002669,0.002669
10920,0.565536,0.561997,0.003540,0.003540
38918,0.083631,0.080526,0.003105,0.003105
70908,0.600787,0.599596,0.001191,0.001191
73803,0.147862,0.145949,0.001913,0.001913
74217,0.164454,0.163156,0.001297,0.001297
74836,0.247024,0.244892,0.002132,0.002132
7228,0.582310,0.580484,0.001826,0.001826
44828,0.364093,0.362353,0.001740,0.001740
12979,0.571763,0.568996,0.002767,0.002767
43346,0.339063,0.335587,0.003476,0.003476
17882,0.038797,0.035151,0.003646,0.003646
60914,0.139985,0.137848,0.002137,0.002137
95939,0.634847,0.633769,0.001078,0.001078
80884,0.178269,0.176288,0.001981,0.001981
71473,0.529742,0.527745,0.001997,0.001997
71859,0.351194,0.349436,0.001758,0.001758
17645,0.465823,0.464029,0.001794,0.001794
32205,0.158674,0.156721,0.001953,0.001953
72941,0.401077,0.401120,0.000043,-0.000043
42559,0.257450,0.253987,0.003463,0.003463
30743,0.329597,0.328702,0.000895,0.000895
88848,0.350597,0.349690,0.000907,0.000907
16860,0.148517,0.147377,0.001140,0.001140
44537,0.324735,0.325200,0.000465,-0.000465
73072,0.001039,0.003196,0.002157,-0.002157
90332,0.429255,0.427481,0.001774,0.001774
83642,0.296612,0.293752,0.002861,0.002861
65795,0.267253,0.266370,0.000883,0.000883
10911,0.267089,0.263583,0.003507,0.003507
39883,0.551614,0.549017,0.002597,0.002597
46775,0.560234,0.558544,0.001690,0.001690
46556,0.174874,0.174179,0.000695,0.000695
77418,0.516205,0.512963,0.003243,0.003243
51969,0.216447,0.214644,0.001803,0.001803
721,-0.000366,0.001177,0.001542,-0.001542
69073,0.356763,0.355231,0.001532,0.001532
68683,0.608193,0.607404,0.000789,0.000789
47820,0.052120,0.048568,0.003552,0.003552
96966,0.126644,0.124317,0.002326,0.002326
