,predicted,target,err,delta
65799,0.504267,0.502360,0.001907,0.001907
79805,0.165239,0.164194,0.001045,0.001045
1441,0.553662,0.551569,0.002093,0.002093
59656,0.194055,0.193284,0.000771,0.000771
57976,0.568102,0.565356,0.002746,0.002746
6316,0.119448,0.118860,0.000588,0.000588
26557,0.038648,0.035176,0.003473,0.003473
8928,0.340723,0.340137,0.000586,0.000586
19310,0.311102,0.309897,0.001205,0.001205
90267,0.337762,0.336763,0.001000,0.001000
29349,0.397443,0.395789,0.001654,0.001654
15182,0.455644,0.454551,0.001093,0.001093
75149,0.246956,0.244777,0.002178,0.002178
63292,0.082567,0.081080,0.001487,0.001487
32394,0.170161,0.170619,0.000457,-0.000457
68377,0.542547,0.540580,0.001967,0.001967
2375,0.457590,0.457056,0.000534,0.000534
16520,0.171703,0.170625,0.001078,0.001078
84351,0.379023,0.378000,0.001024,0.001024
40340,0.211896,0.212171,0.000275,-0.000275
50843,0.312967,0.310448,0.002519,0.002519
18031,0.288181,0.287657,0.000524,0.000524
29988,0.254256,0.252491,0.001766,0.001766
55373,0.426535,0.425521,0.001014,0.001014
55112,0.409272,0.408252,0.001021,0.001021
22511,0.115875,0.114209,0.001666,0.001666
13098,0.340835,0.339377,0.001458,0.001458
17617,0.278042,0.276944,0.001098,0.001098
88667,0.549849,0.546775,0.003074,0.003074
18853,0.574423,0.571386,0.003037,0.003037
40450,0.239817,0.238664,0.001153,0.001153
69107,0.245255,0.243527,0.001728,0.001728
84305,0.034413,0.032266,0.002148,0.002148
82268,0.469224,0.469349,0.000125,-0.000125
32796,0.219876,0.218412,0.001464,0.001464
14109,0.437135,0.435625,0.001510,0.001510
85737,0.000966,0.001892,0.000926,-0.000926
74161,0.337685,0.336762,0.000922,0.000922
52212,0.132366,0.129685,0.002681,0.002681
92223,0.214894,0.214016,0.000878,0.000878
82676,0.246861,0.245056,0.001805,0.001805
51976,0.277095,0.275701,0.001395,0.001395
10329,0.254774,0.252854,0.001920,0.001920
67547,0.499026,0.497030,0.001996,0.001996
66871,0.167792,0.169292,0.001499,-0.001499
99126,0.237979,0.236570,0.001409,0.001409
1880,0.584909,0.583104,0.001806,0.001806
44076,0.384638,0.382430,0.002208,0.002208
41156,-0.000046,0.001031,0.001077,-0.001077
91728,0.162366,0.160248,0.002118,0.002118
43971,0.549263,0.546476,0.002787,0.002787
40489,0.519481,0.517984,0.001496,0.001496
92451,0.491556,0.489781,0.001775,0.001775
94757,0.370954,0.371710,0.000756,-0.000756
62111,0.401956,0.400031,0.001925,0.001925
4230,0.312071,0.311375,0.000696,0.000696
28861,0.411293,0.410139,0.001155,0.001155
35347,0.324141,0.323225,0.000916,0.000916
88026,0.120688,0.117931,0.002757,0.002757
15272,0.438019,0.436952,0.001067,0.001067
54831,0.080132,0.077774,0.002358,0.002358
36816,0.200343,0.200578,0.000234,-0.000234
29760,0.490738,0.489855,0.000882,0.000882
58189,0.280887,0.280687,0.000200,0.000200
81283,0.440045,0.439452,0.000593,0.000593
37647,0.241894,0.240395,0.001499,0.001499
92256,0.162862,0.161392,0.001470,0.001470
22271,0.594489,0.590684,0.003805,0.003805
12407,0.179689,0.179590,0.000100,0.000100
54468,0.393348,0.393348,0.000000,-0.000000
83325,0.512185,0.510873,0.001312,0.001312
56672,0.447433,0.446930,0.000503,0.000503
40598,0.285886,0.283791,0.002095,0.002095
17049,0.467867,0.465690,0.002177,0.002177
26746,0.201948,0.200576,0.001372,0.001372
17620,0.353859,0.352356,0.001503,0.001503
21700,0.196150,0.193703,0.002447,0.002447
73304,0.037570,0.034055,0.003515,0.003515
32738,0.288293,0.285841,0.002452,0.002452
72442,0.144412,0.141924,0.002488,0.002488
30781,0.249690,0.250632,0.000943,-0.000943
91997,0.461890,0.460908,0.000982,0.000982
52841,0.369576,0.367667,0.001909,0.001909
19200,0.132004,0.130477,0.001527,0.001527
99569,-0.001175,0.000089,0.001264,-0.001264
2173,0.313021,0.311598,0.001423,0.001423
39928,0.423751,0.422464,0.001287,0.001287
369,0.056337,0.054131,0.002206,0.002206
80847,0.437043,0.435752,0.001291,0.001291
18200,0.598029,0.598596,0.000567,-0.000567
17339,0.070558,0.068414,0.002144,0.002144
87105,-0.002110,0.000000,0.002110,-0.002110
4004,0.405851,0.405772,0.000079,0.000079
50810,0.255873,0.253797,0.002076,0.002076
36543,0.206928,0.207200,0.000272,-0.000272
37017,0.192909,0.192967,0.000058,-0.000058
9608,-0.002338,0.000000,0.002338,-0.002338
95884,0.466281,0.464836,0.001445,0.001445
71205,0.016805,0.015293,0.001512,0.001512
49428,0.337229,0.332735,0.004494,0.004494
20870,0.464875,0.462641,0.002234,0.002234
20277,0.231791,0.230889,0.000902,0.000902
72128,0.265152,0.261541,0.003612,0.003612
65148,0.449021,0.447476,0.001546,0.001546
2683,0.294997,0.295218,0.000221,-0.000221
95906,0.363582,0.361544,0.002038,0.002038
2945,0.220838,0.219632,0.001206,0.001206
40166,0.323711,0.323324,0.000387,0.000387
73534,0.323071,0.321426,0.001645,0.001645
38499,0.167450,0.164948,0.002501,0.002501
21906,0.543388,0.542043,0.001345,0.001345
9819,0.330023,0.327528,0.002495,0.002495
70769,0.305549,0.304750,0.000799,0.000799
39168,0.380462,0.379374,0.001088,0.001088
97564,0.589871,0.588062,0.001809,0.001809
41275,0.203112,0.201261,0.001851,0.001851
8579,0.252568,0.250293,0.002275,0.002275
19448,0.267676,0.266904,0.000772,0.000772
95080,0.238682,0.236860,0.001822,0.001822
5564,0.209650,0.209070,0.000580,0.000580
60009,0.219609,0.218978,0.000631,0.000631
98229,0.184599,0.182406,0.002194,0.002194
91801,0.254836,0.253562,0.001274,0.001274
88656,0.400750,0.398598,0.002152,0.002152
79489,0.329146,0.328776,0.000371,0.000371
74889,0.504875,0.503080,0.001795,0.001795
84062,0.605074,0.602773,0.002300,0.002300
82217,0.042733,0.040192,0.002542,0.002542
24184,0.511009,0.509052,0.001957,0.001957
8247,0.370466,0.368106,0.002360,0.002360
58347,0.057426,0.058201,0.000775,-0.000775
92095,0.486981,0.485013,0.001968,0.001968
96080,0.073194,0.070681,0.002513,0.002513
92550,0.346977,0.346791,0.000187,0.000187
17954,0.496430,0.495692,0.000738,0.000738
34138,0.223733,0.222079,0.001654,0.001654
89768,0.360409,0.359360,0.001049,0.001049
46430,0.450252,0.447710,0.002542,0.002542
76346,0.565406,0.562779,0.002627,0.002627
19847,0.342281,0.342690,0.000409,-0.000409
69446,0.154161,0.151981,0.002180,0.002180
93458,0.336715,0.337452,0.000737,-0.000737
65354,0.519665,0.517716,0.001949,0.001949
38727,0.375077,0.373737,0.001341,0.001341
42705,0.246593,0.245226,0.001368,0.001368
58462,0.119947,0.119200,0.000747,0.000747
20902,0.446265,0.445879,0.000386,0.000386
60507,0.268574,0.266463,0.002111,0.002111
9393,0.466658,0.464888,0.001770,0.001770
7281,0.324332,0.324253,0.000079,0.000079
79884,0.334433,0.333908,0.000525,0.000525
71406,0.259960,0.257986,0.001973,0.001973
55285,0.497767,0.495193,0.002574,0.002574
95300,0.281042,0.280771,0.000272,0.000272
37553,0.524705,0.523465,0.001239,0.001239
812,0.478328,0.476803,0.001525,0.001525
80066,0.093397,0.089780,0.003616,0.003616
54727,0.199236,0.196996,0.002239,0.002239
56417,0.261793,0.261552,0.000240,0.000240
29889,-0.001136,0.000096,0.001232,-0.001232
52112,0.217219,0.215167,0.002052,0.002052
59307,0.094455,0.091686,0.002769,0.002769
46194,0.258118,0.258486,0.000368,-0.000368
25865,0.383290,0.381901,0.001389,0.001389
21262,0.223246,0.221729,0.001517,0.001517
28102,0.212273,0.211396,0.000877,0.000877
85100,0.367611,0.362234,0.005376,0.005376
12091,0.070653,0.070309,0.000344,0.000344
37137,0.259699,0.259092,0.000607,0.000607
78920,0.526505,0.525268,0.001237,0.001237
97642,0.382968,0.382776,0.000192,0.000192
90015,0.296954,0.296704,0.000250,0.000250
9858,0.426269,0.424959,0.001310,0.001310
93566,0.272110,0.270176,0.001934,0.001934
89593,0.301601,0.300356,0.001244,0.001244
3619,0.215527,0.212333,0.003194,0.003194
41551,0.203479,0.202567,0.000912,0.000912
22197,0.559076,0.557506,0.001571,0.001571
60456,0.374313,0.373900,0.000413,0.000413
86955,0.595589,0.593517,0.002071,0.002071
79420,0.196608,0.196821,0.000212,-0.000212
53041,0.409553,0.408346,0.001208,0.001208
66658,0.282245,0.279596,0.002649,0.002649
18168,0.404931,0.403380,0.001550,0.001550
94859,0.153209,0.153952,0.000743,-0.000743
62842,0.578250,0.576179,0.002070,0.002070
39762,0.454644,0.452792,0.001852,0.001852
68030,0.114067,0.111406,0.002661,0.002661
44208,0.194839,0.194806,0.000033,0.000033
98021,0.019530,0.018293,0.001237,0.001237
86234,0.455811,0.455002,0.000808,0.000808
60416,0.309826,0.310626,0.000800,-0.000800
30277,0.243096,0.241076,0.002019,0.002019
44530,-0.000911,0.000168,0.001079,-0.001079
46709,0.178703,0.177128,0.001576,0.001576
444,0.488541,0.487235,0.001306,0.001306
23190,0.149521,0.146517,0.003004,0.003004
52475,0.449643,0.447336,0.002307,0.002307
49414,0.364012,0.363610,0.000402,0.000402
44060,0.171259,0.169335,0.001924,0.001924
90368,0.425045,0.423323,0.001722,0.001722
53381,0.393947,0.393836,0.000111,0.000111
23633,0.504561,0.502450,0.002110,0.002110
38991,0.181829,0.181332,0.000498,0.000498
84823,0.024523,0.022673,0.001850,0.001850
7326,0.154116,0.152555,0.001561,0.001561
81519,0.125805,0.123273,0.002533,0.002533
86405,0.594337,0.592445,0.001892,0.001892
52444,0.580147,0.578324,0.001823,0.001823
28881,0.184252,0.184044,0.000208,0.000208
92524,0.402781,0.401207,0.001574,0.001574
20777,0.309647,0.309768,0.000121,-0.000121
16327,0.359644,0.357741,0.001902,0.001902
15881,0.406849,0.405689,0.001160,0.001160
40549,0.494113,0.493103,0.001011,0.001011
34205,0.276901,0.277644,0.000743,-0.000743
3403,0.484138,0.481652,0.002486,0.002486
45157,0.267622,0.268176,0.000554,-0.000554
65528,0.333146,0.332226,0.000920,0.000920
7926,0.238980,0.238085,0.000895,0.000895
11276,0.498171,0.497092,0.001079,0.001079
70191,0.425078,0.422189,0.002890,0.002890
32319,0.543277,0.540581,0.002696,0.002696
16986,0.028917,0.028411,0.000506,0.000506
93430,0.069158,0.066649,0.002509,0.002509
70863,0.466766,0.464351,0.002415,0.002415
15815,0.596449,0.595708,0.000741,0.000741
43961,0.478715,0.476987,0.001728,0.001728
89042,0.171077,0.169741,0.001335,0.001335
15435,0.492198,0.491316,0.000882,0.000882
76886,0.118386,0.118148,0.000238,0.000238
92349,0.460974,0.459162,0.001812,0.001812
64193,0.385200,0.383484,0.001715,0.001715
52894,0.471217,0.470237,0.000980,0.000980
26516,0.227394,0.227506,0.000112,-0.000112
31553,0.543709,0.541680,0.002029,0.002029
63850,0.146501,0.146856,0.000355,-0.000355
88541,0.395351,0.395459,0.000108,-0.000108
98424,0.512315,0.508229,0.004087,0.004087
76879,0.159969,0.160388,0.000419,-0.000419
5601,0.139148,0.137092,0.002056,0.002056
53758,0.333871,0.334359,0.000488,-0.000488
70922,0.518083,0.516668,0.001415,0.001415
57359,0.291828,0.291284,0.000543,0.000543
60799,0.150386,0.148495,0.001891,0.001891
46736,0.280441,0.279724,0.000717,0.000717
35998,0.521888,0.520007,0.001881,0.001881
68073,0.202848,0.203129,0.000281,-0.000281
38686,0.234630,0.233791,0.000839,0.000839
94740,0.207028,0.202984,0.004044,0.004044
41868,0.391755,0.389573,0.002182,0.002182
78230,0.114360,0.110950,0.003410,0.003410
15243,0.160943,0.159918,0.001025,0.001025
86476,0.455429,0.452772,0.002657,0.002657
66674,0.617497,0.615356,0.002142,0.002142
91437,0.296246,0.295270,0.000976,0.000976
26963,0.429964,0.428378,0.001586,0.001586
34153,0.242442,0.241487,0.000955,0.000955
30909,0.231727,0.232092,0.000365,-0.000365
50471,0.098827,0.100055,0.001229,-0.001229
42524,0.300741,0.300810,0.000069,-0.000069
1858,0.175477,0.176100,0.000623,-0.000623
68610,0.033780,0.031084,0.002695,0.002695
31306,0.097772,0.095019,0.002753,0.002753
47047,0.183142,0.183461,0.000320,-0.000320
19291,0.434720,0.433484,0.001237,0.001237
78633,0.363949,0.363006,0.000943,0.000943
83366,0.264716,0.264065,0.000651,0.000651
21417,0.497735,0.496956,0.000779,0.000779
9181,0.214023,0.209300,0.004723,0.004723
78780,0.129554,0.129258,0.000296,0.000296
66621,0.077458,0.075315,0.002143,0.002143
55414,0.293744,0.293267,0.000477,0.000477
3175,0.028958,0.025832,0.003126,0.003126
15139,0.124968,0.123168,0.001800,0.001800
3929,0.461790,0.460596,0.001194,0.001194
89403,0.290824,0.289858,0.000965,0.000965
99866,0.372110,0.371355,0.000755,0.000755
21688,0.421647,0.418510,0.003138,0.003138
16245,0.243191,0.243501,0.000309,-0.000309
20696,0.140752,0.138984,0.001768,0.001768
64588,0.207804,0.206952,0.000852,0.000852
17002,0.169294,0.168453,0.000841,0.000841
58807,0.465203,0.463640,0.001563,0.001563
26791,0.599088,0.594514,0.004574,0.004574
92105,0.203568,0.201592,0.001975,0.001975
91025,0.091768,0.089603,0.002164,0.002164
512,0.585965,0.584260,0.001705,0.001705
35476,0.498418,0.495704,0.002714,0.002714
71730,0.234645,0.232813,0.001832,0.001832
38093,0.597068,0.596828,0.000240,0.000240
10163,0.342127,0.341663,0.000464,0.000464
54706,0.276974,0.275049,0.001924,0.001924
46555,0.011498,0.009983,0.001515,0.001515
51842,0.224294,0.224281,0.000014,0.000014
37163,0.024871,0.020622,0.004249,0.004249
56336,0.229031,0.226521,0.002511,0.002511
99234,0.493861,0.491541,0.002319,0.002319
33137,0.465590,0.464554,0.001036,0.001036
58591,0.323932,0.323119,0.000812,0.000812
12484,0.351703,0.349711,0.001992,0.001992
85790,0.293361,0.293318,0.000043,0.000043
6436,0.028793,0.026190,0.002603,0.002603
80352,0.469266,0.467431,0.001836,0.001836
44375,0.086501,0.083667,0.002834,0.002834
39955,0.296463,0.295125,0.001338,0.001338
16247,0.532977,0.530638,0.002339,0.002339
10813,0.585325,0.583417,0.001908,0.001908
29311,0.246638,0.245668,0.000970,0.000970
29706,0.064959,0.063452,0.001508,0.001508
61525,0.160968,0.159376,0.001592,0.001592
2318,0.438089,0.436615,0.001475,0.001475
6348,0.405503,0.403912,0.001591,0.001591
87993,0.014307,0.012609,0.001697,0.001697
58357,0.266907,0.266554,0.000353,0.000353
37013,0.250100,0.248636,0.001465,0.001465
25541,0.083971,0.081163,0.002809,0.002809
29885,0.281078,0.282634,0.001556,-0.001556
19833,0.570535,0.568405,0.002130,0.002130
37283,0.398278,0.397189,0.001089,0.001089
52172,0.445204,0.443795,0.001410,0.001410
38103,0.534530,0.531801,0.002729,0.002729
75565,0.467755,0.465818,0.001937,0.001937
70140,0.528257,0.526763,0.001493,0.001493
81154,0.221939,0.221759,0.000180,0.000180
53055,0.510278,0.509468,0.000810,0.000810
73019,0.477218,0.475941,0.001277,0.001277
33078,0.471847,0.469702,0.002144,0.002144
40594,0.380907,0.381115,0.000207,-0.000207
69933,0.335663,0.335124,0.000539,0.000539
10876,0.384507,0.385046,0.000539,-0.000539
6972,0.456550,0.455064,0.001486,0.001486
80883,0.434614,0.434620,0.000007,-0.000007
53418,0.248843,0.248092,0.000750,0.000750
98707,0.096002,0.092690,0.003312,0.003312
61898,0.229391,0.229791,0.000400,-0.000400
39011,0.087297,0.083536,0.003761,0.003761
96947,0.185060,0.183178,0.001882,0.001882
57626,0.589652,0.588900,0.000752,0.000752
24141,0.194120,0.195192,0.001072,-0.001072
31916,0.276193,0.274321,0.001872,0.001872
67374,0.573586,0.572213,0.001373,0.001373
51811,0.338005,0.337084,0.000921,0.000921
33019,0.375978,0.375719,0.000259,0.000259
18370,0.346192,0.343336,0.002856,0.002856
11951,0.449034,0.447577,0.001457,0.001457
55940,0.429828,0.428797,0.001031,0.001031
93337,0.335489,0.334578,0.000911,0.000911
98410,0.129328,0.128126,0.001202,0.001202
86785,0.596980,0.595240,0.001740,0.001740
62760,0.125884,0.123908,0.001976,0.001976
88347,0.424373,0.423620,0.000753,0.000753
84778,0.239099,0.239455,0.000356,-0.000356
32874,0.571915,0.566222,0.005693,0.005693
21282,0.371376,0.370574,0.000802,0.000802
25833,0.412894,0.412530,0.000364,0.000364
96075,0.084941,0.081244,0.003697,0.003697
91092,0.624245,0.623056,0.001189,0.001189
48790,-0.001248,0.000070,0.001317,-0.001317
10365,0.112508,0.111408,0.001100,0.001100
54608,0.526979,0.522180,0.004799,0.004799
87432,0.029835,0.027151,0.002684,0.002684
36844,0.436365,0.433003,0.003361,0.003361
536,0.259086,0.257306,0.001779,0.001779
51624,0.488693,0.487792,0.000900,0.000900
53434,0.488384,0.486915,0.001469,0.001469
7064,0.608883,0.607189,0.001693,0.001693
69944,0.433162,0.431394,0.001768,0.001768
36920,0.222285,0.220205,0.002080,0.002080
62504,0.578943,0.574132,0.004811,0.004811
71065,0.352387,0.350918,0.001469,0.001469
48833,0.299761,0.299979,0.000218,-0.000218
27121,0.363823,0.363590,0.000233,0.000233
82179,0.303625,0.302924,0.000701,0.000701
19031,0.053658,0.050279,0.003378,0.003378
58200,0.209874,0.210427,0.000553,-0.000553
20283,0.514111,0.513169,0.000942,0.000942
73558,0.344270,0.343844,0.000425,0.000425
52618,0.186443,0.185688,0.000755,0.000755
25631,0.155182,0.152798,0.002384,0.002384
42295,0.420326,0.420392,0.000066,-0.000066
18353,0.403343,0.402258,0.001085,0.001085
15978,0.357808,0.356787,0.001021,0.001021
27585,-0.002607,0.000000,0.002607,-0.002607
79084,0.084120,0.082014,0.002106,0.002106
5775,0.358419,0.358228,0.000191,0.000191
94499,0.396975,0.394916,0.002059,0.002059
78570,0.288397,0.289545,0.001149,-0.001149
78351,0.152575,0.152244,0.000330,0.000330
72504,0.417484,0.416451,0.001033,0.001033
96829,0.163650,0.161854,0.001796,0.001796
38265,0.356788,0.355964,0.000824,0.000824
8784,0.317675,0.316287,0.001388,0.001388
76503,0.150611,0.148444,0.002167,0.002167
10312,0.590267,0.589004,0.001263,0.001263
73787,0.254029,0.251843,0.002186,0.002186
36333,0.430700,0.428851,0.001848,0.001848
8719,0.247945,0.247324,0.000621,0.000621
28710,0.465017,0.464316,0.000701,0.000701
11570,0.449571,0.446937,0.002634,0.002634
12282,-0.001896,0.000006,0.001902,-0.001902
73959,0.180620,0.179654,0.000966,0.000966
27693,0.384505,0.382208,0.002297,0.002297
66620,0.408643,0.407751,0.000892,0.000892
44573,0.052858,0.050053,0.002805,0.002805
83630,0.439925,0.438560,0.001365,0.001365
23939,0.539080,0.538308,0.000772,0.000772
85652,0.493216,0.491945,0.001271,0.001271
55492,0.489723,0.488061,0.001662,0.001662
61376,0.296428,0.295685,0.000743,0.000743
3342,0.122183,0.120802,0.001381,0.001381
34417,0.060885,0.057552,0.003334,0.003334
93773,0.579391,0.578492,0.000899,0.000899
91433,0.219909,0.216438,0.003471,0.003471
29647,0.000477,0.001790,0.001313,-0.001313
73732,0.379114,0.377714,0.001400,0.001400
35606,0.344303,0.342470,0.001833,0.001833
48259,0.375822,0.373792,0.002031,0.002031
3071,0.398878,0.397892,0.000986,0.000986
13027,0.259697,0.258255,0.001442,0.001442
41790,0.605054,0.602696,0.002358,0.002358
40049,0.498023,0.496676,0.001347,0.001347
70120,0.145575,0.143205,0.002370,0.002370
12794,0.372604,0.372619,0.000015,-0.000015
99625,0.044599,0.041916,0.002683,0.002683
4154,0.532361,0.530548,0.001813,0.001813
65253,0.178307,0.177083,0.001224,0.001224
89861,0.578817,0.577420,0.001397,0.001397
98272,0.128268,0.125252,0.003015,0.003015
23288,0.124709,0.122172,0.002537,0.002537
92811,0.427855,0.426324,0.001531,0.001531
79585,0.351763,0.350442,0.001321,0.001321
7180,0.333844,0.333644,0.000200,0.000200
49945,0.050012,0.045547,0.004464,0.004464
11762,0.115324,0.114990,0.000335,0.000335
58178,0.600849,0.599548,0.001301,0.001301
86049,0.345475,0.345020,0.000455,0.000455
73316,0.457778,0.456674,0.001104,0.001104
73145,0.240354,0.238572,0.001782,0.001782
78297,0.079749,0.077367,0.002382,0.002382
30454,0.072500,0.070616,0.001884,0.001884
71440,0.435269,0.434723,0.000546,0.000546
85602,0.116408,0.114885,0.001523,0.001523
93454,0.192289,0.190679,0.001610,0.001610
77547,0.076641,0.072392,0.004249,0.004249
78342,0.124590,0.122909,0.001681,0.001681
74790,0.344904,0.342373,0.002530,0.002530
88073,0.355592,0.353807,0.001786,0.001786
11530,0.032734,0.030403,0.002331,0.002331
37022,0.540071,0.538119,0.001952,0.001952
95615,0.512851,0.510694,0.002157,0.002157
62631,0.392875,0.390803,0.002072,0.002072
67131,0.086602,0.085800,0.000802,0.000802
34116,0.427408,0.425504,0.001904,0.001904
64404,0.553646,0.551716,0.001930,0.001930
47623,0.167250,0.165582,0.001668,0.001668
7991,0.320842,0.319829,0.001014,0.001014
90632,0.333343,0.333549,0.000206,-0.000206
70879,0.184116,0.183015,0.001101,0.001101
3031,0.288278,0.286627,0.001650,0.001650
54581,0.034489,0.032971,0.001518,0.001518
12445,0.534314,0.529745,0.004569,0.004569
957,0.110704,0.107534,0.003170,0.003170
42358,0.400464,0.399303,0.001161,0.001161
79774,0.410325,0.408859,0.001466,0.001466
46320,0.445803,0.444071,0.001732,0.001732
519,0.350957,0.350887,0.000070,0.000070
31569,0.565389,0.564068,0.001321,0.001321
44797,0.549999,0.547826,0.002174,0.002174
51461,0.395068,0.393175,0.001894,0.001894
59039,0.334840,0.333977,0.000863,0.000863
13726,0.006394,0.005635,0.000759,0.000759
56659,0.368477,0.367205,0.001272,0.001272
93872,0.431738,0.429585,0.002153,0.002153
57834,0.174766,0.172898,0.001868,0.001868
38965,0.046550,0.043180,0.003371,0.003371
71512,0.376340,0.375604,0.000736,0.000736
74912,0.329583,0.328382,0.001201,0.001201
77719,0.604023,0.601324,0.002699,0.002699
50025,0.502129,0.499120,0.003009,0.003009
99110,0.128707,0.126876,0.001832,0.001832
50770,0.022255,0.019857,0.002398,0.002398
89159,0.197371,0.195773,0.001598,0.001598
14049,0.344739,0.343290,0.001449,0.001449
12492,0.462738,0.461116,0.001622,0.001622
36361,0.304414,0.304995,0.000581,-0.000581
75343,0.525869,0.524722,0.001147,0.001147
9579,0.325023,0.325140,0.000117,-0.000117
96740,0.484580,0.483253,0.001327,0.001327
98531,0.464487,0.463329,0.001158,0.001158
4657,0.077501,0.074428,0.003072,0.003072
3638,0.189881,0.189716,0.000165,0.000165
13567,0.378995,0.376375,0.002620,0.002620
52144,0.430068,0.428199,0.001868,0.001868
36406,0.562644,0.561604,0.001040,0.001040
78091,0.358282,0.357378,0.000905,0.000905
43885,0.511308,0.510468,0.000840,0.000840
37244,0.034798,0.033327,0.001470,0.001470
12820,0.544774,0.542949,0.001824,0.001824
85846,0.104901,0.102666,0.002235,0.002235
43666,0.191239,0.189482,0.001758,0.001758
29068,0.242733,0.241471,0.001262,0.001262
43523,0.247731,0.245973,0.001758,0.001758
41752,0.089936,0.086737,0.003199,0.003199
803,0.444670,0.442681,0.001988,0.001988
48654,0.128431,0.126399,0.002032,0.002032
66546,0.279666,0.279269,0.000396,0.000396
30405,0.076507,0.074114,0.002393,0.002393
57489,0.514712,0.513531,0.001180,0.001180
96891,0.571452,0.568029,0.003422,0.003422
84940,0.386687,0.386316,0.000371,0.000371
13957,0.384838,0.383453,0.001385,0.001385
27099,0.159076,0.157021,0.002055,0.002055
6404,0.165444,0.163648,0.001795,0.001795
7355,0.537457,0.535174,0.002283,0.002283
98554,0.263240,0.261724,0.001516,0.001516
76561,0.221403,0.218907,0.002497,0.002497
11307,0.543564,0.542050,0.001514,0.001514
29406,0.072336,0.070016,0.002320,0.002320
48036,-0.001617,0.000000,0.001617,-0.001617
5308,0.373037,0.370403,0.002633,0.002633
53712,0.532368,0.530797,0.001571,0.001571
62555,0.309329,0.307944,0.001386,0.001386
7068,0.278586,0.277850,0.000736,0.000736
10105,0.500197,0.498420,0.001777,0.001777
53745,0.479268,0.477549,0.001719,0.001719
70762,0.055147,0.053487,0.001660,0.001660
21981,0.528973,0.527499,0.001474,0.001474
34350,0.184310,0.182245,0.002065,0.002065
1965,0.136480,0.134579,0.001901,0.001901
93219,0.361676,0.361473,0.000203,0.000203
98066,0.386161,0.384300,0.001861,0.001861
45983,0.538358,0.536756,0.001602,0.001602
87240,0.334708,0.334563,0.000145,0.000145
51244,0.299606,0.298885,0.000721,0.000721
58774,0.320477,0.319623,0.000854,0.000854
69655,0.456952,0.455516,0.001436,0.001436
57661,0.423057,0.422460,0.000597,0.000597
43057,0.205130,0.205071,0.000059,0.000059
66368,0.105291,0.103617,0.001673,0.001673
92955,0.126531,0.126116,0.000416,0.000416
69592,0.024093,0.022217,0.001876,0.001876
95632,0.373977,0.372597,0.001380,0.001380
83951,0.376719,0.375132,0.001587,0.001587
9735,0.401959,0.400811,0.001147,0.001147
16302,0.243864,0.243263,0.000601,0.000601
52038,0.231268,0.229376,0.001891,0.001891
24410,0.219430,0.219422,0.000009,0.000009
10654,0.391557,0.390900,0.000657,0.000657
21361,0.021013,0.018967,0.002046,0.002046
11280,0.213167,0.212316,0.000851,0.000851
20603,0.326214,0.325608,0.000607,0.000607
65798,0.102183,0.099453,0.002730,0.002730
13190,0.011967,0.009685,0.002282,0.002282
19209,0.189342,0.188305,0.001038,0.001038
61150,0.470998,0.469446,0.001552,0.001552
81674,0.093107,0.090168,0.002939,0.002939
34598,0.056098,0.053925,0.002172,0.002172
72900,0.151755,0.151160,0.000594,0.000594
54234,0.537465,0.535011,0.002455,0.002455
57023,0.538460,0.535677,0.002783,0.002783
42122,0.379869,0.378424,0.001445,0.001445
93720,0.592371,0.590278,0.002093,0.002093
1356,0.236503,0.235000,0.001503,0.001503
70853,0.577775,0.575117,0.002659,0.002659
85416,0.509703,0.507612,0.002091,0.002091
64720,0.194130,0.191127,0.003003,0.003003
63161,0.043094,0.040297,0.002797,0.002797
70894,0.572686,0.571800,0.000886,0.000886
59122,0.358236,0.357045,0.001191,0.001191
28905,0.483306,0.481875,0.001430,0.001430
7142,0.500201,0.498037,0.002165,0.002165
49992,0.443221,0.441948,0.001273,0.001273
28895,0.513938,0.511033,0.002905,0.002905
54835,0.117054,0.115108,0.001946,0.001946
12791,0.148992,0.150325,0.001333,-0.001333
86810,0.457795,0.455796,0.001999,0.001999
40824,0.537912,0.533024,0.004888,0.004888
96700,0.180893,0.179336,0.001556,0.001556
4704,0.052410,0.048595,0.003814,0.003814
98814,0.183137,0.180792,0.002345,0.002345
12165,0.114678,0.110038,0.004640,0.004640
6728,0.000817,0.001532,0.000715,-0.000715
71184,0.493874,0.492097,0.001777,0.001777
57058,0.198201,0.197366,0.000834,0.000834
61450,0.476134,0.475068,0.001066,0.001066
41756,0.411314,0.408714,0.002600,0.002600
35876,0.285316,0.282521,0.002794,0.002794
41018,0.037561,0.035512,0.002049,0.002049
22962,0.288036,0.286848,0.001188,0.001188
77385,0.488822,0.487307,0.001516,0.001516
57067,0.166750,0.164174,0.002576,0.002576
78231,0.049463,0.047859,0.001604,0.001604
19018,0.125408,0.123728,0.001680,0.001680
52420,0.131174,0.128405,0.002769,0.002769
2372,0.354134,0.354031,0.000102,0.000102
21456,0.532529,0.529926,0.002602,0.002602
89762,0.158024,0.158488,0.000464,-0.000464
31049,0.039381,0.035948,0.003433,0.003433
82481,0.135094,0.133230,0.001863,0.001863
52240,0.461636,0.460334,0.001302,0.001302
67189,0.158071,0.156736,0.001336,0.001336
87076,0.453472,0.452575,0.000897,0.000897
40460,0.461966,0.461180,0.000786,0.000786
38479,0.433380,0.431591,0.001789,0.001789
