,predicted,target,err:
25444,0.449583,0.448534,0.001049
33518,0.160459,0.163210,0.002751
53104,0.082009,0.084902,0.002893
6074,0.042457,0.043018,0.000561
55768,0.234996,0.236040,0.001044
4544,0.376637,0.376240,0.000397
43610,0.089058,0.091168,0.002110
60852,0.171356,0.170157,0.001199
19054,0.262494,0.261476,0.001018
6940,0.000818,0.005874,0.005056
12901,0.242071,0.242133,0.000062
33170,0.201109,0.203686,0.002577
60209,0.037258,0.039095,0.001837
24236,0.352264,0.352523,0.000259
17849,0.364271,0.365212,0.000941
53455,0.575189,0.576346,0.001157
7222,0.204966,0.203113,0.001853
4697,0.181405,0.181179,0.000226
21881,0.460289,0.458039,0.002250
305,0.133038,0.136215,0.003177
49135,0.417135,0.414968,0.002167
5378,0.429042,0.431801,0.002759
15582,0.333877,0.331673,0.002204
8573,-0.009188,0.000192,0.009380
25511,0.261131,0.263617,0.002486
38065,0.055871,0.057567,0.001696
56706,0.199791,0.199708,0.000083
51378,0.456826,0.456756,0.000070
28432,0.198684,0.199941,0.001257
55964,0.217243,0.214724,0.002519
41882,0.011565,0.015836,0.004271
24940,0.374233,0.378267,0.004034
662,0.201873,0.199275,0.002598
33471,0.376701,0.372966,0.003735
47540,0.181872,0.181782,0.000090
36235,0.175595,0.176319,0.000724
35764,0.114176,0.114973,0.000797
28981,0.463240,0.463191,0.000049
527,0.020549,0.023108,0.002559
48986,-0.005571,0.001939,0.007510
21852,0.190415,0.190456,0.000041
8631,0.132193,0.133722,0.001529
20165,0.036703,0.041250,0.004547
53900,0.128302,0.129458,0.001156
24064,0.232121,0.230853,0.001268
32004,0.302934,0.301877,0.001057
55706,0.114174,0.116947,0.002773
57599,0.202472,0.202558,0.000086
56025,0.400511,0.400898,0.000387
37550,0.028195,0.031136,0.002941
21527,0.179212,0.176511,0.002701
61737,0.022312,0.027194,0.004882
54134,0.225988,0.226050,0.000062
17610,0.460747,0.459970,0.000777
35572,0.140570,0.138020,0.002550
49791,0.298275,0.298307,0.000032
44416,0.515423,0.514818,0.000605
903,0.455763,0.454986,0.000777
7588,0.485607,0.486159,0.000552
41091,0.066480,0.067777,0.001297
60644,0.006994,0.010938,0.003944
14329,0.360370,0.366594,0.006224
15414,0.139455,0.144981,0.005526
13881,0.424161,0.423670,0.000491
65799,0.175282,0.173017,0.002265
41326,0.366832,0.364765,0.002067
61649,0.067095,0.068307,0.001212
56243,0.400023,0.398043,0.001980
65612,0.138850,0.143302,0.004452
35847,0.345152,0.348001,0.002849
54039,0.535842,0.534673,0.001169
6389,0.438012,0.438616,0.000604
24550,0.223367,0.223305,0.000062
9652,0.090084,0.093283,0.003199
47587,0.013832,0.020517,0.006685
56963,0.443920,0.442886,0.001034
9106,0.495697,0.495196,0.000501
48461,0.024241,0.028299,0.004058
60645,0.185981,0.186828,0.000847
55845,0.350189,0.351013,0.000824
37756,0.212098,0.212862,0.000764
16015,0.155027,0.155458,0.000431
37130,0.278514,0.277948,0.000566
1532,0.097431,0.099614,0.002183
35059,0.218609,0.218362,0.000247
15657,0.182484,0.181614,0.000870
9449,0.117331,0.121295,0.003964
23021,0.130186,0.128559,0.001627
64617,0.175076,0.176061,0.000985
58935,0.103942,0.108408,0.004466
13888,0.272118,0.273591,0.001473
41230,0.309349,0.310873,0.001524
59273,0.318137,0.318054,0.000083
24575,0.209655,0.209571,0.000084
9678,0.012693,0.015790,0.003097
48239,0.125633,0.131504,0.005871
15410,0.306443,0.306373,0.000070
49980,0.346345,0.345937,0.000408
37712,0.100448,0.101694,0.001246
18366,0.257198,0.259188,0.001990
42637,0.453900,0.452246,0.001654
24661,0.101050,0.103056,0.002006
3685,0.228737,0.229192,0.000455
41127,0.485487,0.484812,0.000675
42185,0.194758,0.193475,0.001283
43871,0.259584,0.259413,0.000171
11202,0.155617,0.157106,0.001489
66852,0.031598,0.034693,0.003095
13421,0.434913,0.434911,0.000002
47958,0.267620,0.267067,0.000553
27299,0.143224,0.143966,0.000742
5104,0.169434,0.168591,0.000843
60601,0.428765,0.428357,0.000408
11564,0.110612,0.113716,0.003104
33521,0.299244,0.298866,0.000378
31644,0.173029,0.174960,0.001931
8142,0.505019,0.504079,0.000940
42378,0.137804,0.139413,0.001609
8644,0.308502,0.308497,0.000005
43214,0.399108,0.398112,0.000996
4063,0.250039,0.253218,0.003179
40751,0.119522,0.121127,0.001605
63632,-0.006063,0.001013,0.007076
59964,0.077326,0.080876,0.003550
31018,0.059111,0.061233,0.002122
52421,0.148619,0.152567,0.003948
19727,0.048707,0.049795,0.001088
37012,0.438793,0.438309,0.000484
57012,0.046811,0.048407,0.001596
18822,0.206252,0.205679,0.000573
61097,0.382900,0.382002,0.000898
34837,0.075769,0.078806,0.003037
30194,0.122482,0.124109,0.001627
17579,0.299475,0.298271,0.001204
21608,0.298785,0.299122,0.000337
25654,0.160272,0.153507,0.006765
11341,0.552446,0.552671,0.000225
2175,0.034831,0.036732,0.001901
60701,0.539414,0.538250,0.001164
8816,0.237342,0.239483,0.002141
37851,0.251048,0.253348,0.002300
15510,0.079210,0.082342,0.003132
40799,0.160045,0.162043,0.001998
13111,0.044559,0.047354,0.002795
14425,-0.010616,0.000000,0.010616
19934,0.514527,0.513572,0.000955
15065,0.293997,0.294050,0.000053
37121,0.208181,0.207892,0.000289
45460,0.265111,0.265477,0.000366
48909,0.112151,0.114444,0.002293
4521,0.107787,0.111170,0.003383
6402,0.050660,0.055195,0.004535
17738,0.335788,0.336995,0.001207
51480,0.041063,0.045218,0.004155
40225,0.524710,0.524734,0.000024
54888,0.021882,0.023510,0.001628
40512,0.336099,0.336125,0.000026
53235,0.132304,0.132917,0.000613
58397,0.160613,0.158526,0.002087
64545,0.436422,0.436596,0.000174
1099,0.276101,0.274850,0.001251
9664,0.020122,0.021624,0.001502
42885,0.158946,0.156697,0.002249
47348,0.371275,0.370161,0.001114
14717,0.165933,0.167362,0.001429
20,0.232504,0.232755,0.000251
25010,0.538233,0.538599,0.000366
64100,0.345952,0.346696,0.000744
47252,0.199423,0.200346,0.000923
15715,0.342330,0.341782,0.000548
28535,0.371110,0.372444,0.001334
11748,0.046965,0.048326,0.001361
37996,0.237157,0.237241,0.000084
61676,0.181751,0.178669,0.003082
58928,0.480569,0.479500,0.001069
65532,0.027781,0.032511,0.004730
53076,0.177844,0.178606,0.000762
63130,0.196243,0.199375,0.003132
6443,0.442860,0.444202,0.001342
49534,0.117006,0.119269,0.002263
53127,0.380848,0.382379,0.001531
8163,0.292742,0.291161,0.001581
57803,0.061713,0.064610,0.002897
49197,0.272134,0.271977,0.000157
14255,0.048413,0.050992,0.002579
64650,0.212274,0.211668,0.000606
34633,0.359039,0.357216,0.001823
12699,0.134680,0.136312,0.001632
10908,0.172612,0.172912,0.000300
47310,0.383511,0.381923,0.001588
49184,0.209035,0.208731,0.000304
62891,0.006732,0.010767,0.004035
55433,0.466062,0.469186,0.003124
25093,0.054912,0.056936,0.002024
40343,0.048198,0.049164,0.000966
60730,0.099923,0.098446,0.001477
5007,0.177933,0.180518,0.002585
44749,0.072359,0.073586,0.001227
19523,0.323368,0.324604,0.001236
14002,0.152718,0.153719,0.001001
28349,0.395560,0.399110,0.003550
24583,0.170498,0.165749,0.004749
40557,0.172662,0.173459,0.000797
32243,0.211334,0.208805,0.002529
20439,0.322412,0.321477,0.000935
14642,0.332941,0.330409,0.002532
33550,0.019024,0.022572,0.003548
62793,0.074544,0.077298,0.002754
21134,0.301007,0.300839,0.000168
59810,0.154600,0.154559,0.000041
46221,0.635915,0.635765,0.000150
19708,0.202217,0.201683,0.000534
7883,0.084584,0.087187,0.002603
31622,0.365487,0.364412,0.001075
22631,0.427936,0.427172,0.000764
8722,0.497543,0.497711,0.000168
27617,0.003590,0.005372,0.001782
49686,0.191364,0.189165,0.002199
20852,0.234113,0.234086,0.000027
3107,0.003434,0.011939,0.008505
7925,0.009514,0.014081,0.004567
45036,0.082959,0.083134,0.000175
46344,0.398075,0.399319,0.001244
36535,0.153586,0.154650,0.001064
62282,0.483621,0.481649,0.001972
24555,0.106572,0.108088,0.001516
38732,0.179007,0.177308,0.001699
26269,0.328637,0.327095,0.001542
57691,0.294930,0.295614,0.000684
62028,0.270051,0.269917,0.000134
14755,0.382925,0.388350,0.005425
37153,0.127421,0.127414,0.000007
66881,0.111484,0.112849,0.001365
58462,0.229857,0.229053,0.000804
11481,0.089562,0.092603,0.003041
12225,0.436624,0.435220,0.001404
30802,0.339317,0.339149,0.000168
23979,0.353872,0.353094,0.000778
27075,0.258434,0.257017,0.001417
1300,0.311233,0.312271,0.001038
3521,0.037049,0.040724,0.003675
41462,0.302439,0.303786,0.001347
38040,0.327399,0.326349,0.001050
58959,0.070483,0.071664,0.001181
20209,0.318280,0.318562,0.000282
35342,0.189840,0.187362,0.002478
6500,0.049841,0.052528,0.002687
42773,0.431582,0.428588,0.002994
45180,0.481447,0.475481,0.005966
33115,0.248477,0.250783,0.002306
59631,0.075193,0.076237,0.001044
61060,0.329291,0.327785,0.001506
55814,0.154464,0.157050,0.002586
47137,0.308169,0.307380,0.000789
16388,0.627390,0.628101,0.000711
48022,0.130649,0.130141,0.000508
21984,0.120156,0.122589,0.002433
51145,0.415636,0.412061,0.003575
18249,0.071676,0.072095,0.000419
20473,0.333159,0.331470,0.001689
9711,0.239122,0.240266,0.001144
56349,0.229607,0.228726,0.000881
47455,0.396635,0.395734,0.000901
17884,0.054861,0.055968,0.001107
53055,0.236238,0.234179,0.002059
53437,0.380773,0.384112,0.003339
19615,0.057183,0.059658,0.002475
52213,0.323710,0.321473,0.002237
66259,0.460833,0.457427,0.003406
51902,0.099176,0.101657,0.002481
56182,0.245982,0.245266,0.000716
41848,0.267582,0.266818,0.000764
1064,0.124398,0.122914,0.001484
25382,0.335057,0.332225,0.002832
52629,0.302325,0.304289,0.001964
29815,0.294848,0.300242,0.005394
38076,0.107025,0.107855,0.000830
49483,0.375580,0.376676,0.001096
65846,0.032357,0.038172,0.005815
31913,0.219894,0.221323,0.001429
48826,0.188155,0.189770,0.001615
7333,0.198475,0.195033,0.003442
6106,0.381877,0.380996,0.000881
9963,0.053920,0.056898,0.002978
14507,0.367887,0.370543,0.002656
14847,0.218239,0.216211,0.002028
65840,0.136944,0.138533,0.001589
46477,0.185611,0.184857,0.000754
33100,0.237160,0.236121,0.001039
20373,0.309592,0.310846,0.001254
3692,0.025334,0.028335,0.003001
6866,0.160300,0.161295,0.000995
52004,0.146383,0.147773,0.001390
63920,0.190634,0.192747,0.002113
43154,0.532687,0.529834,0.002853
7814,0.119779,0.120161,0.000382
59233,0.097316,0.098360,0.001044
17464,0.222584,0.223420,0.000836
6734,0.145111,0.146201,0.001090
4288,0.300561,0.300444,0.000117
20291,0.241370,0.243237,0.001867
55541,0.236954,0.237609,0.000655
24514,0.061354,0.061011,0.000343
26875,0.212472,0.216362,0.003890
66101,0.216273,0.215591,0.000682
6787,0.090684,0.092804,0.002120
37937,0.400006,0.397485,0.002521
45206,0.598569,0.598228,0.000341
62755,0.347150,0.346619,0.000531
24329,0.217971,0.218331,0.000360
5631,0.347095,0.345741,0.001354
32095,0.484847,0.483053,0.001794
41500,0.594275,0.592969,0.001306
60594,0.432509,0.430436,0.002073
64246,0.186052,0.185573,0.000479
23798,0.350829,0.349968,0.000861
44692,0.487221,0.487037,0.000184
32521,0.287472,0.288879,0.001407
41446,0.082513,0.086141,0.003628
63253,0.028740,0.033200,0.004460
24440,0.006203,0.010735,0.004532
6321,0.233077,0.231219,0.001858
30549,0.472182,0.469016,0.003166
59306,0.314875,0.317519,0.002644
58500,0.154139,0.155711,0.001572
34451,0.337571,0.337475,0.000096
45674,0.277049,0.278688,0.001639
18584,0.407022,0.407813,0.000791
54259,0.047840,0.047871,0.000031
50122,0.250881,0.250314,0.000567
1110,0.018920,0.021677,0.002757
64467,0.157493,0.159018,0.001525
24073,0.295022,0.293491,0.001531
8526,0.418286,0.417936,0.000350
9034,0.320713,0.321551,0.000838
47774,0.393793,0.391998,0.001795
8382,0.263772,0.266959,0.003187
45545,0.137243,0.137486,0.000243
22107,0.109591,0.111878,0.002287
30008,0.472597,0.469375,0.003222
45266,0.125411,0.125496,0.000085
57057,0.392202,0.391774,0.000428
23634,0.240131,0.240814,0.000683
33444,0.472360,0.472654,0.000294
12046,0.148150,0.149370,0.001220
46062,0.449995,0.446983,0.003012
66843,0.095843,0.100480,0.004637
15976,0.265783,0.265440,0.000343
63505,0.072457,0.072493,0.000036
17166,0.464791,0.464268,0.000523
58064,0.041655,0.043731,0.002076
26631,0.371019,0.369102,0.001917
58328,0.125275,0.126481,0.001206
51723,0.300418,0.297202,0.003216
42756,0.154900,0.155935,0.001035
47941,0.198396,0.198519,0.000123
58336,0.158384,0.159514,0.001130
49238,0.538733,0.538545,0.000188
50485,0.117326,0.117108,0.000218
54957,0.083795,0.085377,0.001582
183,0.471019,0.471290,0.000271
9511,0.478017,0.478617,0.000600
35934,0.351204,0.353234,0.002030
20445,0.127425,0.130036,0.002611
54718,0.284769,0.285165,0.000396
60965,0.430570,0.430941,0.000371
21311,0.516538,0.514462,0.002076
35604,-0.005357,0.000771,0.006128
60246,0.076646,0.075929,0.000717
54139,0.219171,0.220256,0.001085
61462,0.464764,0.463163,0.001601
34723,0.296029,0.294360,0.001669
35123,0.198665,0.195984,0.002681
59948,0.575722,0.576085,0.000363
46061,0.404669,0.404717,0.000048
41721,0.262321,0.264148,0.001827
53601,0.493859,0.492255,0.001604
28255,0.384957,0.384338,0.000619
45015,0.157281,0.157562,0.000281
23504,0.153395,0.153433,0.000038
54446,0.238973,0.236505,0.002468
47018,0.192248,0.192773,0.000525
533,0.551232,0.550595,0.000637
3830,0.290668,0.289218,0.001450
41429,0.449626,0.446986,0.002640
37193,0.392308,0.393009,0.000701
37403,0.354172,0.352584,0.001588
35510,0.186451,0.186065,0.000386
46757,0.129367,0.129777,0.000410
22525,0.342777,0.341694,0.001083
12985,0.020594,0.025650,0.005056
56787,0.470024,0.468291,0.001733
50706,0.092619,0.093554,0.000935
26173,0.476702,0.473835,0.002867
46666,0.216563,0.216447,0.000116
37502,0.264144,0.262076,0.002068
23827,0.237946,0.239454,0.001508
25842,0.258494,0.259947,0.001453
33297,0.126605,0.128415,0.001810
20673,0.319422,0.319034,0.000388
21731,0.355259,0.355690,0.000431
43561,0.509946,0.512919,0.002973
66675,0.080514,0.082629,0.002115
44740,0.346360,0.348844,0.002484
61538,0.118200,0.119546,0.001346
22144,0.278911,0.277544,0.001367
8027,0.159896,0.164344,0.004448
41290,0.311194,0.311226,0.000032
3992,0.393499,0.393478,0.000021
49409,0.342511,0.339332,0.003179
13523,0.338598,0.334451,0.004147
59629,0.387028,0.387069,0.000041
46303,-0.003954,0.002098,0.006052
55003,0.362784,0.361226,0.001558
17950,0.037618,0.038311,0.000693
60658,0.297041,0.295778,0.001263
44266,0.087732,0.087479,0.000253
9102,0.322996,0.324119,0.001123
33913,0.116403,0.118770,0.002367
37282,0.124362,0.126387,0.002025
38394,0.277066,0.276932,0.000134
61474,0.149409,0.146505,0.002904
15729,0.316246,0.315978,0.000268
27222,0.184011,0.183953,0.000058
28106,0.221346,0.219485,0.001861
34312,0.635997,0.637298,0.001301
35181,0.082652,0.085342,0.002690
15668,0.336859,0.334631,0.002228
3881,0.081901,0.082978,0.001077
10796,0.484373,0.482293,0.002080
4511,0.261496,0.261956,0.000460
19561,0.105492,0.106731,0.001239
10991,0.004443,0.005976,0.001533
51921,0.064036,0.069726,0.005690
17665,0.094340,0.094273,0.000067
62468,0.246244,0.244735,0.001509
8284,0.077242,0.079270,0.002028
58966,0.171574,0.171146,0.000428
25727,0.359464,0.362911,0.003447
48647,0.495214,0.492789,0.002425
44226,0.290026,0.290483,0.000457
21971,0.457674,0.455312,0.002362
26044,0.340512,0.340538,0.000026
37234,0.319885,0.317507,0.002378
22757,0.037368,0.040523,0.003155
14432,0.065747,0.068563,0.002816
9321,-0.007850,0.000000,0.007850
27158,0.160110,0.159411,0.000699
4642,0.110711,0.112525,0.001814
61105,0.481888,0.482451,0.000563
6320,0.496937,0.493883,0.003054
56999,0.100501,0.104010,0.003509
55437,0.376365,0.377078,0.000713
48875,0.259820,0.260948,0.001128
12318,0.193876,0.197314,0.003438
44113,0.129391,0.130667,0.001276
65256,0.136877,0.137286,0.000409
27293,0.426733,0.425247,0.001486
3599,0.403079,0.400670,0.002409
55272,0.148110,0.147129,0.000981
49568,0.453824,0.454583,0.000759
32683,0.071106,0.071865,0.000759
59685,0.280419,0.281331,0.000912
34555,0.119253,0.118650,0.000603
37062,0.340228,0.337557,0.002671
62667,0.211024,0.210591,0.000433
17745,0.178626,0.176706,0.001920
3307,0.158266,0.155877,0.002389
26539,0.185295,0.188034,0.002739
7282,0.036962,0.040608,0.003646
30161,0.317600,0.317080,0.000520
63701,0.557821,0.556357,0.001464
38398,0.274495,0.273928,0.000567
34072,0.576096,0.577356,0.001260
36807,0.370899,0.369540,0.001359
43446,0.223057,0.224417,0.001360
20298,0.293512,0.295651,0.002139
65969,0.077483,0.078434,0.000951
12644,0.215565,0.216508,0.000943
2407,0.393474,0.391891,0.001583
61648,0.299111,0.299200,0.000089
51910,0.106988,0.110329,0.003341
18728,0.070285,0.073342,0.003057
35844,0.410489,0.411302,0.000813
5891,0.167007,0.167890,0.000883
38373,0.025039,0.026357,0.001318
26883,0.116449,0.119489,0.003040
22131,0.104815,0.106473,0.001658
39091,0.569272,0.567999,0.001273
61506,0.470181,0.469789,0.000392
55808,0.358683,0.356520,0.002163
40663,0.256756,0.260382,0.003626
28562,0.029427,0.031948,0.002521
21574,0.300112,0.297036,0.003076
1810,0.640335,0.641032,0.000697
41809,0.271589,0.273655,0.002066
47615,0.034703,0.037368,0.002665
18761,0.249304,0.248853,0.000451
56844,0.162507,0.162179,0.000328
39968,0.116614,0.117132,0.000518
19179,0.158540,0.159668,0.001128
48047,0.526888,0.523755,0.003133
56658,0.406858,0.402547,0.004311
41205,0.343643,0.343122,0.000521
40545,0.363498,0.363219,0.000279
32925,0.004786,0.008271,0.003485
4076,0.060616,0.062899,0.002283
8380,0.203234,0.202646,0.000588
3577,0.282343,0.281348,0.000995
50627,0.398258,0.397839,0.000419
6209,0.234069,0.233131,0.000938
42819,0.474624,0.473678,0.000946
9335,0.076344,0.077782,0.001438
55490,0.398399,0.398315,0.000084
32939,0.100217,0.101901,0.001684
6114,0.487378,0.484443,0.002935
48599,0.275226,0.275398,0.000172
33939,0.234354,0.231120,0.003234
20773,0.303585,0.303601,0.000016
57258,0.279857,0.279279,0.000578
36834,0.117954,0.115701,0.002253
15377,0.118572,0.119312,0.000740
63441,0.444722,0.444505,0.000217
29164,0.385024,0.383443,0.001581
9859,0.112109,0.116936,0.004827
51031,0.367701,0.363886,0.003815
62502,0.297557,0.297693,0.000136
13394,0.257047,0.257610,0.000563
60512,0.029461,0.032968,0.003507
51843,0.545643,0.540998,0.004645
18953,0.289732,0.290010,0.000278
3206,0.084176,0.086275,0.002099
5630,0.377217,0.376873,0.000344
49489,0.060383,0.060855,0.000472
42513,0.513987,0.510665,0.003322
56566,0.013731,0.018001,0.004270
44599,0.162346,0.163649,0.001303
7245,0.067952,0.070292,0.002340
32735,0.260105,0.260877,0.000772
41388,0.439378,0.435001,0.004377
32145,0.447262,0.445926,0.001336
16882,0.328952,0.326573,0.002379
58188,0.275471,0.272526,0.002945
45531,0.114969,0.116724,0.001755
4112,0.446188,0.443875,0.002313
22455,0.197810,0.198059,0.000249
29656,0.236801,0.237712,0.000911
20683,0.522542,0.523899,0.001357
24080,0.410213,0.411200,0.000987
43319,0.396316,0.394451,0.001865
59113,0.173557,0.171947,0.001610
25874,0.274481,0.274979,0.000498
45134,0.359397,0.357348,0.002049
50006,0.068398,0.070477,0.002079
55704,0.026778,0.031302,0.004524
15472,0.176068,0.177926,0.001858
35588,0.164866,0.165097,0.000231
22218,0.090612,0.097720,0.007108
59563,0.263517,0.263184,0.000333
48586,0.223961,0.224051,0.000090
16772,0.501193,0.498908,0.002285
57405,0.055391,0.059814,0.004423
66666,0.164789,0.162672,0.002117
34353,0.093652,0.094958,0.001306
36126,0.520040,0.519950,0.000090
61265,0.232098,0.230773,0.001325
34094,0.271088,0.267469,0.003619
29057,0.349818,0.344044,0.005774
36657,0.184670,0.185096,0.000426
27215,0.219333,0.220759,0.001426
22212,0.545218,0.542905,0.002313
31984,0.042543,0.042874,0.000331
27257,0.086897,0.089777,0.002880
4959,0.144954,0.144379,0.000575
38016,0.329803,0.331630,0.001827
12647,0.398118,0.396494,0.001624
36769,0.218322,0.215435,0.002887
17223,0.142462,0.143802,0.001340
30222,-0.007121,0.000969,0.008090
5765,0.018829,0.022138,0.003309
34189,0.133662,0.135104,0.001442
23814,0.074396,0.074364,0.000032
9966,0.032407,0.036398,0.003991
15624,0.359687,0.356792,0.002895
39309,0.038148,0.040004,0.001856
45583,0.221060,0.220809,0.000251
60180,0.156471,0.154465,0.002006
6641,0.312190,0.309824,0.002366
49012,0.256743,0.254500,0.002243
18946,0.169155,0.179347,0.010192
44436,0.140869,0.142509,0.001640
63350,0.269744,0.270266,0.000522
10002,0.057743,0.062137,0.004394
61146,0.360122,0.361901,0.001779
16442,0.278605,0.279358,0.000753
51814,0.060561,0.061369,0.000808
23397,0.221626,0.220767,0.000859
64571,0.313262,0.310669,0.002593
50902,0.415023,0.417223,0.002200
28793,-0.008922,0.000343,0.009265
25107,0.340659,0.340535,0.000124
8131,0.302759,0.301858,0.000901
53767,0.402782,0.401665,0.001117
50720,0.171601,0.163613,0.007988
64552,0.101206,0.104112,0.002906
38881,0.238020,0.239148,0.001128
24767,0.317497,0.316823,0.000674
39879,0.212432,0.209599,0.002833
18548,0.440445,0.443333,0.002888
63110,0.383819,0.384838,0.001019
9438,0.473223,0.472409,0.000814
45538,0.389828,0.391138,0.001310
64241,0.342186,0.341577,0.000609
43722,0.063840,0.068621,0.004781
48566,0.117873,0.119803,0.001930
32725,0.216440,0.215189,0.001251
5028,0.297773,0.297941,0.000168
14101,0.409779,0.408455,0.001324
6818,0.520303,0.519580,0.000723
54256,0.037814,0.038418,0.000604
66439,0.343284,0.342119,0.001165
43315,0.439903,0.437870,0.002033
43201,0.134165,0.136037,0.001872
38309,0.197274,0.197513,0.000239
58816,0.169074,0.169555,0.000481
42603,0.349351,0.349229,0.000122
40178,0.049731,0.053688,0.003957
32286,-0.006224,0.002183,0.008407
26465,0.224096,0.230873,0.006777
62838,0.490813,0.491121,0.000308
17062,0.023897,0.026863,0.002966
2542,0.460545,0.458784,0.001761
55623,0.339843,0.339576,0.000267
44554,0.169419,0.169906,0.000487
40175,0.499389,0.503054,0.003665
65242,0.094643,0.096139,0.001496
23621,0.283829,0.283321,0.000508
61552,0.293869,0.299845,0.005976
64526,0.026837,0.029850,0.003013
22276,0.433481,0.434297,0.000816
24365,0.137326,0.136777,0.000549
15675,0.337514,0.337008,0.000506
38502,0.074478,0.079825,0.005347
21685,0.172593,0.173171,0.000578
41277,0.098745,0.101379,0.002634
44153,0.306677,0.307693,0.001016
63046,0.091175,0.092510,0.001335
12020,0.349596,0.347839,0.001757
20096,0.021538,0.026568,0.005030
28874,0.261247,0.261264,0.000017
33447,0.240696,0.241264,0.000568
41535,0.200713,0.199318,0.001395
52133,0.095662,0.099109,0.003447
34120,0.419299,0.421959,0.002660
3902,0.142004,0.140858,0.001146
18588,0.209626,0.209720,0.000094
7061,0.130841,0.131353,0.000512
46537,0.240911,0.239143,0.001768
9236,0.185350,0.183156,0.002194
28730,0.602615,0.603924,0.001309
45139,0.282261,0.281192,0.001069
22189,0.171569,0.172573,0.001004
41465,0.184332,0.183945,0.000387
61461,0.020203,0.024723,0.004520
18901,0.325683,0.326902,0.001219
26008,0.461260,0.459340,0.001920
37322,0.161800,0.162553,0.000753
44040,0.620894,0.620258,0.000636
7810,0.289711,0.289674,0.000037
22940,0.167037,0.165823,0.001214
55303,0.046396,0.048483,0.002087
54448,0.184157,0.183718,0.000439
65240,0.383728,0.386014,0.002286
19755,0.645983,0.646970,0.000987
16204,0.460417,0.460133,0.000284
38419,0.119163,0.119311,0.000148
4367,0.384843,0.383873,0.000970
19644,0.493696,0.492884,0.000812
37006,0.042890,0.044206,0.001316
23301,0.600088,0.603636,0.003548
23901,0.217313,0.214928,0.002385
11467,0.080344,0.083119,0.002775
8990,0.046755,0.047390,0.000635
28548,0.189716,0.190062,0.000346
43381,0.298120,0.298808,0.000688
26863,0.198366,0.198098,0.000268
18168,0.429994,0.427518,0.002476
56341,0.501244,0.500377,0.000867
22145,0.211451,0.209717,0.001734
26437,0.503395,0.501817,0.001578
11640,0.198438,0.198648,0.000210
548,0.377375,0.377995,0.000620
29376,0.264381,0.263395,0.000986
62571,0.268004,0.266120,0.001884
17787,0.199230,0.200092,0.000862
11952,0.326557,0.323762,0.002795
51888,0.193233,0.193020,0.000213
16575,0.200658,0.201890,0.001232
9319,0.282036,0.280397,0.001639
33716,0.155895,0.154958,0.000937
46352,0.068637,0.069442,0.000805
51102,0.043038,0.045961,0.002923
29236,0.413524,0.414925,0.001401
29202,0.386081,0.388544,0.002463
22253,0.220891,0.220667,0.000224
65350,0.002618,0.006295,0.003677
16820,0.037075,0.039758,0.002683
21277,0.155348,0.154117,0.001231
5008,0.145328,0.145507,0.000179
33216,0.073371,0.075111,0.001740
20943,0.319662,0.319389,0.000273
43977,0.064250,0.067306,0.003056
4297,0.545413,0.546173,0.000760
53557,0.257698,0.257431,0.000267
26665,0.179734,0.180487,0.000753
64923,0.279711,0.281003,0.001292
13055,0.288792,0.289308,0.000516
52397,0.137114,0.138124,0.001010
42132,0.043108,0.046201,0.003093
47272,0.067183,0.069075,0.001892
7535,0.273921,0.274638,0.000717
45414,0.263759,0.264382,0.000623
63629,0.107809,0.111106,0.003297
55440,0.054789,0.055977,0.001188
40133,0.133497,0.133976,0.000479
49599,0.492027,0.494662,0.002635
33895,0.157765,0.157495,0.000270
63291,0.274777,0.272147,0.002630
1799,0.511144,0.507527,0.003617
51488,0.081914,0.085425,0.003511
2387,0.182663,0.183697,0.001034
19418,0.042191,0.044441,0.002250
46781,0.126159,0.126307,0.000148
51635,0.143061,0.142507,0.000554
14322,0.157819,0.162460,0.004641
20106,0.086563,0.088215,0.001652
13207,0.320661,0.321476,0.000815
31500,0.105265,0.105728,0.000463
6066,0.137779,0.137511,0.000268
3512,0.450607,0.449840,0.000767
65266,0.068683,0.070363,0.001680
11633,0.028724,0.033984,0.005260
58299,0.235525,0.236238,0.000713
30102,0.121699,0.116770,0.004929
28539,0.227325,0.226987,0.000338
48993,0.134817,0.134871,0.000054
40324,0.336719,0.339769,0.003050
25743,0.489048,0.485612,0.003436
7816,0.233595,0.233585,0.000010
19014,0.097801,0.099916,0.002115
45344,0.113566,0.115933,0.002367
38526,0.268692,0.268315,0.000377
20672,0.172200,0.174061,0.001861
6695,0.322773,0.325502,0.002729
61773,0.066105,0.067363,0.001258
64449,0.277363,0.277953,0.000590
26913,0.161769,0.160289,0.001480
2263,0.380932,0.385010,0.004078
7802,0.215064,0.211881,0.003183
31753,0.183430,0.182352,0.001078
57389,0.039111,0.043077,0.003966
50101,0.220290,0.221090,0.000800
3260,0.560341,0.560272,0.000069
29289,0.377606,0.375180,0.002426
42176,0.345486,0.346097,0.000611
27385,0.493161,0.491701,0.001460
17229,0.218183,0.216407,0.001776
8273,0.343571,0.342190,0.001381
3871,0.252672,0.252067,0.000605
53807,0.179713,0.182032,0.002319
1774,0.420485,0.421680,0.001195
64542,0.118093,0.119851,0.001758
14051,0.215721,0.214119,0.001602
2840,0.129461,0.131089,0.001628
31949,0.500167,0.503934,0.003767
56339,0.020478,0.026326,0.005848
52030,0.396542,0.404199,0.007657
